Sentence,start_time,end_time,wav_file,emotion,val,act,dom
I'm just saying.,154.65,165.33,Ses01M_script01_1_M015,fru,3,2.6667,2
I'm sorry.  I ignore what I've got to ignore. That girl is Larry's girl.,168.645,170.37,Ses01M_script01_1_M016,xxx,3,2.3333,3
She is not Larry's girl.,175.61,179.29,Ses01M_script01_1_M017,neu,3,3,3.3333
"From father's point of view he is not dead and you have no right to take his girl.  I'm just saying that you can go on from there if you know where to go but I'm saying I don't know where to go.  See, I don't know.",183.19,185.74,Ses01M_script01_1_M018,fru,2.6667,3,3.3333
I don't know why it is you know every time I reach out for something I have to pull back 'cause I'm afraid it's going to hurt somebody.  All my life...,187.8,190.56,Ses01M_script01_1_M019,fru,2.6667,3.6667,3.3333
You're a considerate fellow.  There's nothing wrong in that.,192.24,204.6689,Ses01M_script01_1_M020,ang,1.6667,4,4.3333
To hell with that.,210.78,213.83,Ses01M_script01_1_M021,ang,2.3333,3.3333,4.3333
Did you ask Annie yet?,234.24,241.22,Ses01M_script01_1_M022,fru,1.6667,3.6667,3.3333
"No, I wanted to get this all sorted out first.",243.55,245.9,Ses01M_script01_1_M023,ang,1.3333,4.6667,4.3333
"Well, how do you know she's going to marry you?  Maybe she feels same way your father does.",250.7344,254.349,Ses01M_script01_1_M024,sad,2.6667,3,2.3333
"Well, if she does then that's the end of it.  However from her letters I think she's pretty much forgotten him.",258.29,267.62,Ses01M_script01_1_M025,xxx,2.6667,2,2.6667
"The trouble is you don't see enough women, you never did.",273.39,277.85,Ses01M_script01_1_M026,fru,2.3333,3,2
So what?  I'm just--I'm not fast with women.,280.39,282.4625,Ses01M_script01_1_M027,fru,2.6667,3,3.6667
I don't see why it has to be Annie.,288.42,295.59,Ses01M_script01_1_M028,fru,3,3.3333,3
Because it is.,319.95,321.97,Ses01M_script01_1_M029,xxx,3,2,1.3333
"That's a good answer but it doesn't answer anything.  You haven't seen her since you went away to war, it's been five years.",322.82,329.97,Ses01M_script01_1_M030,fru,1.6667,3.3333,3
"I don't know, it I think of her, I grew up next to her.  She is what I think of when I think of a wife.",334.5001,346.89,Ses01M_script01_1_M031,fru,2.6667,3,3.3333
"He thinks he's coming back, Chris.  You marry that girl you're pronouncing him dead.",348.52,353.4525,Ses01M_script01_1_M032,fru,3,3.3333,4
"Do you know what that'll do to you, to your father, do you know?  I don't.",356.52,359.2584,Ses01M_script01_1_M033,xxx,2.6667,3,3
All right then.,364.25,368.55,Ses01M_script01_1_M034,ang,2.6667,2.6667,3
Give it some more thought.,369.3,380.49,Ses01M_script01_1_M035,ang,2,4,4.6667
I've given it lots of thought.  And I keep coming back to the same thing.,380.6425,383.3415,Ses01M_script01_1_M036,fru,2,3,3
"When I think of a family, when I think of my future I see Annie in the center of that and you know and if that can't happen here then I'll go somewhere else.",389.2,392.15,Ses01M_script01_1_M037,neu,2.3333,2.3333,2.6667
What the hell is this?,394.4,397.08,Ses01M_script01_1_M038,sad,2,2.6667,2.6667
I'll leave.  I'll get married and move somewhere else maybe New York.,405.18,407.51,Ses01M_script01_1_M039,xxx,2.6667,2,1.6667
Are you crazy?,408,410.1525,Ses01M_script01_1_M040,sad,2.6667,2.3333,3
I'll do it.,412.13,414.78,Ses01M_script01_1_M041,ang,2.6667,3,3.6667
You have a business here.  I said what the hell is this?,418.6034,423.2925,Ses01M_script01_1_M042,sad,3,2,3.3333
Business?  The business doesn't inspire me.,6.77,8.46,Ses01M_impro01_F000,ang,1.5,3.5,4.5
"Oh, must you be inspired.",8.55,10.6,Ses01M_impro01_F001,ang,2.5,3.5,3.5
"Yes, yes I like it for one hour a day.  I don't care if I have to grub for money all day long when I come home I want it nice, I want a family, I want to kids and Annie is in the center of that.",14.46,18.23,Ses01M_impro01_F002,xxx,3,3,3.5
If that can't happen here...,19.48,23.43,Ses01M_impro01_F003,xxx,3,3,3
You mean to tell me you would leave the business for this.,23.43,26.4675,Ses01M_impro01_F004,fru,2.5,3.5,3.5
"Yes, on this I would.",28.41,30.96,Ses01M_impro01_F005,xxx,2.5,3,3.5
"Well, you don't want to think like that.",36.15,38.6,Ses01M_impro01_F006,xxx,2.5,3,4
Then help me stay here mom.,39.89,43.31,Ses01M_impro01_F007,ang,2,3.5,4
"All right but you don't think like that because what the hell is this all for.  This is all for you, what are we working for Chris? The whole shooting match is for you.",43.31,47.0461,Ses01M_impro01_F008,ang,1.5,4,4.5
"I know, I know.",52.34,55.12,Ses01M_impro01_F009,xxx,2.5,2.5,4
Then help me stay.,56.16,58.18,Ses01M_impro01_F010,fru,3,3,4
"Well, you don't think like that.",61.05,63.21,Ses01M_impro01_F011,ang,2,4,4.5
I am thinking like that.,65.545,67.47,Ses01M_impro01_F012,ang,2.5,2.5,4
"I don't understand you, do I?",69.45,70.84,Ses01M_impro01_F013,xxx,3,2.5,3.5
"No, you don't.  I'm a pretty tough guy.",71.365,74.46,Ses01M_impro01_F014,xxx,2.5,3,3
"Well, I can see that.",74.6775,80.6875,Ses01M_impro01_F015,fru,1.5,4,4.5
Next.,86.34,87.87,Ses01M_impro01_F016,xxx,3,3,3
"Yes, me. Okay, okay here we go.",91.28,94.535,Ses01M_impro01_F017,xxx,3,3,3.5
My window is open.,95.24,98.21,Ses01M_impro01_F018,xxx,2.5,3,4
"Okay, so filled out all these forms  --",98.46,102.07,Ses01M_impro01_F019,ang,1,4.5,4.5
This is... Your last- Your first name is Jones?,105.76,109.09,Ses01M_impro01_F020,ang,1,4,5
and I have This form of ID here so...,109.19,114.1025,Ses01M_impro01_F021,ang,1,4.5,5
"Yes, Jones.",114.13,124.82,Ses01M_impro01_F022,ang,1,5,5
That's just strange I figured you filled in wrong sections.,129.12,131.0325,Ses01M_impro01_F023,xxx,3,2.5,3
Well...,132.89,136.6025,Ses01M_impro01_F024,neu,3,2.5,3
What are you... what's...What are you applying for?,137.06,140.49,Ses01M_impro01_F025,neu,3,3,4
I'm just applying for another ID.,146.6075,148.26,Ses01M_impro01_F026,xxx,3,3,3
Another ID?,148.58,149.67,Ses01M_impro01_F027,xxx,3,2.5,3
"Yes.  I'm supposed to have three forms of ID for this.  It's a long story, I'm supposed to have three forms of ID for this other job I really don't get into but I need another...",156.15,160.51,Ses01M_impro01_F028,xxx,1.5,3,4.5
Fine.  So I need ID.,160.7,164.825,Ses01M_impro01_F029,xxx,1.5,3.5,4.5
"I have it right here, yes.",164.8725,167.21,Ses01M_impro01_F030,xxx,2.5,2.5,4
"No, I need your ID to give you a second ID.",8.2208,11.28,Ses01M_impro01_M000,fru,3,3.5,2.5
It's really simple if you have a problem with it... Maybe you should--,11.32,13.77,Ses01M_impro01_M001,fru,2.5,3.5,3
But that's...,13.77,16.88,Ses01M_impro01_M002,fru,2.5,3,3.5
"That's why I'm here, that's why I was waiting in this line.  I need to get another form of ID.",17.66,20.14,Ses01M_impro01_M003,neu,2.5,3,2.5
"Well, do you have your passport?",22.89,24.28,Ses01M_impro01_M004,xxx,2.5,2.5,2
"No, I don't have a passport.",25.94,29.07,Ses01M_impro01_M005,fru,2.5,3,3.5
You have a birth certificate?,29.39,38.15,Ses01M_impro01_M006,fru,1.5,4,4.5
"I don't where it is though, I don't have with me.  Can I get it from somewhere?  I mean...",38.33,40.27,Ses01M_impro01_M007,fru,2,3.5,3.5
What do you expect me to do?,46.01,47.11,Ses01M_impro01_M008,fru,2,3,3
I probably have to go wait another line to get my birth certificate don't I?,47.11,52.42,Ses01M_impro01_M009,fru,1.5,4,4.5
Probably.,54.49,56.71,Ses01M_impro01_M010,neu,2,3,3
You're very helpful.  What's your name?,57.79,62.28,Ses01M_impro01_M011,fru,2,3.5,4
Joy.,62.78,66.03,Ses01M_impro01_M012,fru,2,3.5,3.5
"Hi, Joy.",66.8475,70.04,Ses01M_impro01_M013,fru,2.5,3,3.5
Hi.   You know...,70.515,71.695,Ses01M_impro01_M014,xxx,3.5,2.5,3
So can you help me or not?,73.1425,75.0125,Ses01M_impro01_M015,fru,2,3.5,4
I am..I don't..I don't understand what you want.  A driver's license or a California ID.,80.19,82.3,Ses01M_impro01_M016,fru,2.5,4,3
Okay. [BREATHING],83.63,86.36,Ses01M_impro01_M017,fru,2.5,3.5,4
I need California ID.,86.38,92.05,Ses01M_impro01_M018,fru,1.5,4.5,4.5
Okay.,93.88,96.79,Ses01M_impro01_M019,fru,2,3.5,3.5
On top of these other two forms of ID which I already have.,96.91,100.53,Ses01M_impro01_M020,ang,1.5,4.5,4
"What... well, do you have a driver's license?",102.17,107.5,Ses01M_impro01_M021,xxx,1.5,4,4.5
"No, I don't have driver's license.",109.14,110.51,Ses01M_impro01_M022,fru,2.5,2.5,3
Then how am I supposed to give you a California ID?,110.69,113.22,Ses01M_impro01_M023,fru,2,2.5,3
Did you even look at the form?  I filled it out all these questions--,113.5575,116.18,Ses01M_impro01_M024,xxx,1.5,4,4
Don't raise your voice with me.,118.835,122.18,Ses01M_impro01_M025,ang,1.5,4,4.5
Did you even look at the form?  I've already answered these question.,123.99,130.72,Ses01M_impro01_M026,fru,3,3,4
Don't talk to me like I'm a child.,130.72,134.185,Ses01M_impro01_M027,fru,2.5,4,4
Okay.,136.11,138.51,Ses01M_impro01_M028,fru,2.5,3,3
Do you know how long I've been working here? How long have you lived in California?,139.96,147.95,Ses01M_impro01_M029,xxx,2,4,4
If it makes you stop acting like a child.,148,149.12,Ses01M_impro01_M030,ang,1.5,3,4
I have been to California my whole--,149.18,151.85,Ses01M_impro01_M031,ang,1.5,3.5,4.5
"Maybe you never been to the D.M.V. before, maybe you should get back in line.  You know what?  sit in line again and if you get my number ask for different one.",151.85,157.36,Ses01M_impro01_M032,ang,1.5,4.5,4.5
I am not...I'm not getting to back that line.,158.63,163.6625,Ses01M_impro01_M033,fru,1,3.5,4.5
"Okay, okay let's keep our voices down, okay?  I didn't come here to get in yelling match.",7.2455,11.64,Ses01F_impro04_F000,neu,3,3,3
I'm perfectly calm.,11.7448,16.15,Ses01F_impro04_F001,neu,2.5,2.5,3
"I did not come in here to get in a yelling match with you, all right?",18.6,30.8976,Ses01F_impro04_F002,fru,2.5,3.5,3
Uh huh.  I didn't come here get in yelling match either.,35.009,37.8,Ses01F_impro04_F003,xxx,2.5,3,2.5
Just try and help me.,40.23,41.95,Ses01F_impro04_F004,xxx,2.5,2.5,2
They don't pay me enough to deal people like you.,43.35,45.7596,Ses01F_impro04_F005,neu,3,2,2.5
"People like me, what is that supposed to mean?  You know, this is ridiculous.  Is there like a manager here, is there someone else that I can talk to?",46.2735,49.83,Ses01F_impro04_F006,neu,3,3.5,3.5
Why?,50.11,54.31,Ses01F_impro04_F007,fru,3,3.5,4
Why?,54.37,55.67,Ses01F_impro04_F008,xxx,2,3.5,3.5
Yeah.,58.71,60.0937,Ses01F_impro04_F009,neu,2.5,2.5,2.5
"So you're not going to send me a thank you card, is that a problem? Is your are not going...",60.6771,66.5275,Ses01F_impro04_F010,xxx,2,3.5,3
"Why, because I'm sick of talking to you.",69.43,70.94,Ses01F_impro04_F011,xxx,2.5,3,3
"'Cause you're obviously not talking to me, you're just yelling at me, berating me and telling me I can't fill out forms right.",72.13,74.73,Ses01F_impro04_F012,xxx,2.5,2.5,4
"Oh, dear. Oh, boo-foo-woo, foo-foo.",76.49,80.7269,Ses01F_impro04_F013,neu,3,3.5,3.5
"Oh, no honey. And you're going to miss the Christmas card too. It's a shame. It's going to be a good, nice picture.",85.49,86.98,Ses01F_impro04_F014,neu,2.5,3,2.5
Sit back down.,87.2203,93.33,Ses01F_impro04_F015,xxx,2,4,3.5
"Have you tried, uh, Craig's List?",97.41,101.0475,Ses01F_impro04_F016,fru,2,4,3.5
"Uh, what?  Craig's List?  Oh the internet thing?",102.78,105.415,Ses01F_impro04_F017,fru,2,4.5,4
Yeah.,106.17,111.86,Ses01F_impro04_F018,fru,2,4.5,3.5
I don't know.  Isn't that-- that's all like escort services and things like that.,114.92,122.31,Ses01F_impro04_F019,fru,3,3.5,3
No.  There's regular jobs on there.,122.4,129.93,Ses01F_impro04_F020,xxx,2,3,3.5
"I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board.",133.74,137.44,Ses01F_impro04_F021,fru,2,2,3
Uh huh.,138.13,139.89,Ses01F_impro04_F022,fru,2,2,2.5
I'm just saying I have a friend that got a good job on it so I was just recommending it.,148.55,152.85,Ses01F_impro04_F023,fru,2,2.5,3
What kind of a job?,153.18,155.2925,Ses01F_impro04_F024,fru,2.5,2.5,3.5
He's like a manager for a theatre.,157.1625,159.7,Ses01F_impro04_F025,fru,2.5,2.5,3
Really?,161.0787,163.78,Ses01F_impro04_F026,fru,2.5,2,3.5
He's like a house manager. Yeah.  It's a good job.,164.3925,167.565,Ses01F_impro04_F027,fru,2.5,2,3
He just...,170.83,172.84,Ses01F_impro04_F028,ang,2,3.5,3.5
you know what?  I heard about that job.  I applied for that.,175.27,178.43,Ses01F_impro04_F029,ang,1.5,4,4
You did?,180.3025,183.4875,Ses01F_impro04_F030,ang,1.5,3.5,4
Yeah.  I saw a posting at the theatre.,184.47,188.87,Ses01F_impro04_F031,ang,1.5,3,3.5
Yeah.,189.12,192.02,Ses01F_impro04_F032,ang,2,3.5,3.5
Hmm.,193.5875,199.4325,Ses01F_impro04_F033,ang,1.5,3.5,4.5
He got it?,2.7418,6.6575,Ses01F_impro04_M000,neu,3,2.5,2.5
You've been looking for a job for a long time  that was a long time ago.  Right?,10.46,12.13,Ses01F_impro04_M001,neu,3,2.5,2
Yeah.,15.64,18.9,Ses01F_impro04_M002,neu,3,2.5,3
Hmm.,26.91,28.71,Ses01F_impro04_M003,neu,3,2.5,2.5
What did he do?  What was so great?  I don't understand why they would pick him over me.,30.88,35.5225,Ses01F_impro04_M004,neu,3,3,3
I don't know.  He had a really good resume I guess and--,37.19,40.53,Ses01F_impro04_M005,neu,3,3,3
A resume?,40.54,43.576,Ses01F_impro04_M006,neu,3,3.5,2.5
Yeah.  Do you have a resume?,49.39,50.58,Ses01F_impro04_M007,neu,3.5,3,2.5
No.,55.21,56.33,Ses01F_impro04_M008,neu,3,3,2.5
It's kind of helpful when getting a job.,56.35,59.0245,Ses01F_impro04_M009,neu,3,3,3
I just- I mean I call people up and I tell them what I'm good at.,59.8,61.55,Ses01F_impro04_M010,neu,3,2.5,2
Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.,65.97,69.77,Ses01F_impro04_M011,neu,3,3,2.5
Yeah.,70.38,72.7264,Ses01F_impro04_M012,neu,3,3,2.5
I don't like- I don't like sending things in the mail.  I don't want my information out there.,73.7473,77.15,Ses01F_impro04_M013,neu,3,2,3
"No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",80.1435,87.81,Ses01F_impro04_M014,neu,3.5,3.5,3.5
I'm there in front of them.  I'm telling them what I'm good at.,92.37,99.27,Ses01F_impro04_M015,neu,2.5,3.5,3
"Yeah.  But the piece of paper helps, too.",100.485,103.47,Ses01F_impro04_M016,neu,3,2.5,2.5
Why?  It's a piece of paper.,104.97,107.78,Ses01F_impro04_M017,neu,3,3.5,3
"No.  But it has an outline, you know.",111.66,117.725,Ses01F_impro04_M018,neu,3,3.5,3
"I just don't want this paper trail, you know.  I just don't want things following me around, like-.",118.46,119.77,Ses01F_impro04_M019,neu,3,2.5,2.5
"I know.  Okay.  Well, um. Maybe--",121.5,123.42,Ses01F_impro04_M020,neu,3,2.5,2.5
"It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but...",129.43,139.16,Ses01F_impro04_M021,neu,3.5,3.5,3
Yeah.,139.5219,141.8225,Ses01F_impro04_M022,neu,3,2.5,2.5
"Okay, yeah.  I would imagine.",144.9125,149.51,Ses01F_impro04_M023,neu,2.5,2.5,2
..I just-..I just think it's kind of prejudiced and they are really discriminating against people who just aren't that way.,151.84,154.03,Ses01F_impro04_M024,neu,3,2.5,3
"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",154.6,157.8,Ses01F_impro04_M025,neu,3,3.5,3.5
"That's baloney, that's baloney.",158.95,161.35,Ses01F_impro04_M026,neu,3.5,3,3
Please.,162.12,164.7825,Ses01F_impro04_M027,neu,3.5,3.5,3.5
maybe get a car.,165.47,166.71,Ses01F_impro04_M028,neu,3,2.5,2
"I just, you know, think you should try a little harder maybe.",167.05,171.43,Ses01F_impro04_M029,fru,2.5,3.5,3.5
you think that you're better than me because I don't have a car?,171.75,175.26,Ses01F_impro04_M030,fru,2.5,2.5,3
I didn't say that.,178.0033,180.865,Ses01F_impro04_M031,neu,3,2.5,2.5
"You know, you're riding the bus, too.",182.82,185.54,Ses01F_impro04_M032,neu,2.5,2,1.5
"I am riding the bus, but by choice.",186.12,187.4625,Ses01F_impro04_M033,xxx,2.5,3.5,2
Why?  What choice?,188.01,190.71,Ses01F_impro04_M034,fru,2.5,2,2
"To save the environment, carpool.",191.28,195.13,Ses01F_impro04_M035,fru,2,3.5,3
You're saving the environment. mmhmm,200.215,202.0825,Ses01F_impro04_M036,xxx,2.5,3,3.5
Yes.  One less car at a time.,21.0588,23.3952,Ses01M_script02_2_F000,neu,4,2,2.5
Interesting.  That's fantastic.,27.58,29.9072,Ses01M_script02_2_F001,xxx,3,3,3
Mmhmm.,31.34,34.32,Ses01M_script02_2_F002,fru,2.5,3,2.5
"You know, you don't have to take out your frustration on me, you know, just because...",40.72,43.2,Ses01M_script02_2_F003,fru,2,3.5,3
I'm not frustrated.,43.23,48.3982,Ses01M_script02_2_F004,xxx,2.5,3.5,3
...you can't get a job and refuse to have a resume.,51.57,53.81,Ses01M_script02_2_F005,fru,2.5,2.5,2.5
Who do you think you are?,53.86,60.2968,Ses01M_script02_2_F006,fru,2.5,3,2.5
I don't think I'm anyone.,60.36,65.64,Ses01M_script02_2_F007,fru,2.5,3,2.5
You are so high and mighty.  I just--,65.69,68.7785,Ses01M_script02_2_F008,fru,2.5,2.5,2.5
I- I-I didn't-- okay.,73.04,76.81,Ses01M_script02_2_F009,fru,2.5,3.5,3
Oh.  I'm saving the environment. I'm riding this car because I- I want to.,84.355,91.7025,Ses01M_script02_2_F010,ang,1.5,4.5,4
What?  No.,93.13,98.07,Ses01M_script02_2_F011,ang,1.5,3.5,3
What? Oh.  So now you're...,104.1425,109.02,Ses01M_script02_2_F012,fru,2,3.5,3.5
"The bus, I'm riding the bus because I want to.",109.27,113.8,Ses01M_script02_2_F013,ang,1.5,4.5,3.5
you know what?  You don't have to take your anger and your hurt out on me.,116.13,119.38,Ses01M_script02_2_F014,ang,2,4,3.5
I can not-- you are not here by choice.  Nobody would ride this bus by choice.,121.2775,125.9375,Ses01M_script02_2_F015,ang,2,4.5,3.5
Why not?,126.0225,137.51,Ses01M_script02_2_F016,ang,1.5,4,4
They're out there swimming right now...,141.9575,145.1545,Ses01M_script02_2_F017,fru,2,4,3.5
...to this spot for this massive celebration of like sex and death...,146.84,157.24,Ses01M_script02_2_F018,xxx,1.5,4,2.5
"Look at this, my hairs are standing up my arm. I'm giving myself goose bumps.",189.07,197.91,Ses01M_script02_2_F019,neu,2,2,2
That's the wind.,198.025,208.16,Ses01M_script02_2_F020,xxx,2.5,2,2
"Well, so?  What do you think?",208.73,221.17,Ses01M_script02_2_F021,xxx,2.5,2,2
About what?,222.6559,232.4642,Ses01M_script02_2_F022,sad,3,2.5,2.5
About what I was saying.,235.34,241.2075,Ses01M_script02_2_F023,xxx,3.5,2,2
I think it's ridiculous.,258.56,265.2255,Ses01M_script02_2_F024,sad,2.5,1.5,2
It certainly is not.  It's like slightly exaggerated scientific fact.,273.3052,275.4759,Ses01M_script02_2_F025,sad,2.5,2,2
It's a PR.,276.66,278.5712,Ses01M_script02_2_F026,sad,2.5,1.5,2
Somebody sold you a bill of goods that something amazing is going to happen on the beach.,281.5975,283.44,Ses01M_script02_2_F027,xxx,2.5,2,2
"It's not just me, okay?  Look at like all the people.",298.46,300.34,Ses01M_script02_2_F028,fru,2,3,2.5
They're all told the same thing.,301.03,302.5,Ses01M_script02_2_F029,fru,2,3.5,2.5
"Everybody is believes that it keeps them excited, you know it keeps them coming back for more.",307.74,311.3225,Ses01M_script02_2_F030,ang,2,3.5,3
"Everybody keeps thinking that they can just find the right spot, you know they'll get it on the action.",359.5296,364.6775,Ses01M_script02_2_F031,ang,2,3.5,3
Their life will start then.,365.545,372.6025,Ses01M_script02_2_F032,ang,2,3.5,2.5
Are we talking about the same thing?,373.8803,378.52,Ses01M_script02_2_F033,sad,2,3.5,2
I'm sorry it still just fish to me.,382.45,394.05,Ses01M_script02_2_F034,sad,2,2,2
Can I ask you a question?  Are you on your period?,397.6774,403.38,Ses01M_script02_2_F035,sad,2,2.5,1.5
"Why do you ask me that?  God damn it, I told you not to ask me that I hate it when you ask me that. It's insulting.",403.7875,412.08,Ses01M_script02_2_F036,sad,2,2.5,2
"Okay, well then what's bugging you?",417.355,419.355,Ses01M_script02_2_F037,sad,2,1.5,1.5
"I just, we just have different ideas of what this evening is supposed to look like.",427.3434,435.48,Ses01M_script02_2_F038,sur,3,3.5,2.5
"Is not supposed to like anything.  We come down here, we look at the fish, they arrive, we go woo-ah fish.",437.5175,442.3,Ses01M_script02_2_F039,sur,2.5,3.5,3.5
"Oh. Grow up Augie, the fish are not going to come.",443.101,453.72,Ses01M_script02_2_F040,sad,2.5,2.5,2
And then we go home and they go home.,465.88,472.4052,Ses01M_script02_2_F041,xxx,2.5,1.5,2
Why not?,483.0575,490.66,Ses01M_script02_2_F042,xxx,4,2,2
"Because they never do.  Do they, have they ever?",493.9915,498.425,Ses01M_script02_2_F043,xxx,4,3.5,2.5
We missed them twice.,498.9575,503.29,Ses01M_script02_2_F044,hap,4,2.5,2.5
Twice is every year we've tried that's ever.,513.809,521.44,Ses01M_script02_2_F045,hap,4,2,2
"Okay we'll see them this year, this is a much better spot. Trust me.",523.71,526.5919,Ses01M_script02_2_F046,sad,3.5,2,2
No we won't.  It's pointless it's like a waiting up to see Santa Claus.,535.9982,539.3749,Ses01M_script02_2_F047,neu,4,2.5,2.5
"I feel like my whole life is going to be spent here on the beach with my eyes wide open and my hands clasped expectantly, waiting for fish to show up and the fish never show.",1.85,6.5924,Ses01M_script02_2_M000,xxx,3,3.5,2.5
"Okay, I'm trying to work this backwards",6.89,15.1948,Ses01M_script02_2_M001,exc,4,4,2.5
You don't understand anything I'm saying.,15.9987,21.26,Ses01M_script02_2_M002,exc,4,3.5,2.5
and figure out where we took a turn to the worst thing.,23.48,27.71,Ses01M_script02_2_M003,exc,4.5,3,2
Of course not.,29.465,31.7161,Ses01M_script02_2_M004,xxx,4,2.5,2
"I did want to see it I still do, I always do.  I keep thinking that this time will be the time but it just never is.",35.15,41.26,Ses01M_script02_2_M005,xxx,3,3,3
"Okay.  I'm trying to work this backwards here and I'm trying to figure out the exact moment that you took a turn for the worst here, now.",48.961,52.06,Ses01M_script02_2_M006,fru,2.5,3,2.5
"you were fine during the phone call from Marge, dinner was okay, doing the dishes was fine.",70.2257,73.36,Ses01M_script02_2_M007,xxx,2.5,2.5,2
"Let's see, uh, I took a shower and, um, you were watching the news and you said the ""the Grunions are running tonight,"" and I said ""okay great, let's go.""",79.84,84.93,Ses01M_script02_2_M008,neu,2.5,2.5,1.5
So I'm putting the animals out we're getting the car to the garage and--,90.985,93.79,Ses01M_script02_2_M009,xxx,2.5,3.5,2.5
Do you remember the first year we came here? It's about four years ago right after we got married.,97.97,104.61,Ses01M_script02_2_M010,fru,2,3.5,3
We thought I was pregnant we had this bottle of champagne but no glasses.  You asked me to dance so we took off our shoes.,104.61,107.08,Ses01M_script02_2_M011,xxx,2,3.5,2.5
"While we were dancing you said the softest most intimate things to me, right into my ears so I could feel them much as hear them.",108.3575,109.8025,Ses01M_script02_2_M012,fru,2,3.5,3
"And I remember thinking this is it. finally, finally I'm as happy as I'm supposed to be.",114.1,116.52,Ses01M_script02_2_M013,neu,2.5,2,2
"Wait a minute, I've got it.",118.7775,123.125,Ses01M_script02_2_M014,fru,2.5,3,3
"Dancing on the beach barefoot, drinking champagne from the bottle.",137.4365,140.3043,Ses01M_script02_2_M015,fru,2.5,1,2
"It was when we were driving passed that knickerbocker liquor locker and you would said, no you said ""let's get some champagne"" and I said ""no time to wasting"" or something like that.  That's what it is, right?",140.3043,143.4071,Ses01M_script02_2_M016,fru,2.5,2.5,2
"You want this to be like the other times, right?",144.5525,147.0975,Ses01M_script02_2_M017,fru,2,2.5,2.5
I'd rather not remember some things.  I'd rather not hope for some things.,158.02,166.1675,Ses01M_script02_2_M018,fru,2.5,2,2.5
"Oh right sure, of course.",166.36,174.7925,Ses01M_script02_2_M019,neu,3,2.5,2.5
Do you want to dance?,174.885,184.7175,Ses01M_script02_2_M020,neu,2.5,2.5,2.5
No.,184.83,189.5425,Ses01M_script02_2_M021,neu,2.5,2.5,2.5
You want me to go get some champagne?,232.3838,235.85,Ses01M_script02_2_M022,neu,3.5,3,2.5
No.,241.59,255.455,Ses01M_script02_2_M023,neu,3,2,2.5
Do you want to take off our shoes?,255.51,259.0275,Ses01M_script02_2_M024,xxx,3,2.5,2.5
No.,265.38,269.6874,Ses01M_script02_2_M025,neu,3,2,1.5
What? Huh?,270.612,273.1525,Ses01M_script02_2_M026,xxx,3.5,2,1.5
You want to get married again?,274.91,277.72,Ses01M_script02_2_M027,neu,3,2.5,2
What?  What?  You want to divorce?,279.5359,282.4301,Ses01M_script02_2_M028,neu,3,2,1.5
No.,283.5959,288.0578,Ses01M_script02_2_M029,neu,2.5,2,2
A vacation?,289.3844,293.8865,Ses01M_script02_2_M030,neu,2.5,2,1.5
No.,294.0375,299.4,Ses01M_script02_2_M031,fru,2,2.5,2
"A new carpet, a poodle, a suicide pact, ice cream, a back rub, what?  What?  What the hell do you want?",299.95,301.69,Ses01M_script02_2_M032,fru,2.5,3,2
I want something to turn out the way that it's supposed to.,301.98,308.74,Ses01M_script02_2_M033,ang,1.5,4,3.5
"Well, welcome to the human race.",310.3372,312.7253,Ses01M_script02_2_M034,fru,2,4.5,3.5
You think nothing turns out how it's supposed to.  You think I had some grand idea going that four years down the line.  We would come to this beach and argue over fish?  No.,312.7253,327.0096,Ses01M_script02_2_M035,ang,1.5,4,3.5
"You think there would be times when you'd look at me like I was used Kleenex and then I'd look at you and think ""Holy hell when is the next flight to Alaska.""",327.35,337.2525,Ses01M_script02_2_M036,xxx,1.5,3,2.5
"No, no I'm just like you, I thought it was going to be all rosy cheeks and the bills would pay themselves and fish will always come and--",337.3025,352.1575,Ses01M_script02_2_M037,sad,1.5,3.5,2.5
No.  You know what you get?  You know what you get?  You get this.,352.7475,359.8914,Ses01M_script02_2_M038,sad,1.5,3,3
This what?  What is this?  This isn't even anything.,364.565,365.95,Ses01M_script02_2_M039,neu,2,2,2
"Yeah, it is.",372.415,374.07,Ses01M_script02_2_M040,neu,2,1.5,1
"Oh, sure this is standing on the beach, this is waiting, fighting.",378.503,381.51,Ses01M_script02_2_M041,sad,2.5,2,2
Right.,394.55,397.9186,Ses01M_script02_2_M042,sad,2,1.5,2.5
This isn't anything like I thought anything would be.,413.9173,418.25,Ses01M_script02_2_M043,sad,1.5,1.5,2
I know me neither.,419.26,425.97,Ses01M_script02_2_M044,sad,1.5,1.5,1.5
This is just this.  I mean it includes a lot and everything but it's--do you understand what I'm saying?,435.7448,437.625,Ses01M_script02_2_M045,sad,1.5,1.5,1.5
I'm doing the best I can.,454.7986,463.23,Ses01M_script02_2_M046,xxx,2.5,2,2.5
"I know that Augie, I really do.",472.2846,478.62,Ses01M_script02_2_M047,xxx,3.5,2.5,2.5
"I just can't help wishing that I was somebody, somewhere else.",479.882,484.1975,Ses01M_script02_2_M048,xxx,4,2.5,2
