,start_time,end_time,wav_file,emotion,val,act,dom
701,131.02,133.25,Ses01F_impro05_M022,neu,2.5,2.0,2.0
702,136.19,143.5,Ses01F_impro05_M023,neu,2.5,3.5,2.5
703,144.85,151.16,Ses01F_impro05_M024,neu,2.5,3.0,2.5
704,151.335,152.71,Ses01F_impro05_M025,neu,2.5,2.5,2.0
705,152.8325,158.58,Ses01F_impro05_M026,neu,2.5,2.5,2.5
706,159.66,161.37,Ses01F_impro05_M027,neu,2.5,2.5,2.0
707,163.25,166.99,Ses01F_impro05_M028,neu,2.5,2.5,2.0
708,167.15,173.63,Ses01F_impro05_M029,neu,2.5,2.5,2.5
709,173.7325,178.2625,Ses01F_impro05_M030,neu,3.0,2.5,2.0
710,178.59,180.87,Ses01F_impro05_M031,neu,3.0,2.5,2.5
711,183.14,189.3875,Ses01F_impro05_M032,sur,3.0,2.5,2.0
712,190.23,196.9,Ses01F_impro05_M033,sur,2.5,3.0,2.0
713,198.66,205.17,Ses01F_impro05_M034,neu,2.5,2.5,2.5
714,205.63,211.94,Ses01F_impro05_M035,neu,2.5,2.0,1.5
715,5.02,6.85,Ses01M_impro03_F000,xxx,3.5,3.0,2.5
716,10.79,12.08,Ses01M_impro03_F001,sur,4.0,3.5,3.0
717,12.37,13.7468,Ses01M_impro03_F002,exc,2.5,3.0,3.0
718,16.19,17.7425,Ses01M_impro03_F003,exc,3.5,3.0,3.0
719,19.6,22.1975,Ses01M_impro03_F004,exc,4.0,3.5,3.5
720,26.0,33.21,Ses01M_impro03_F005,exc,4.5,4.5,4.0
721,35.5,39.235,Ses01M_impro03_F006,exc,4.0,4.5,4.5
722,39.45,43.78,Ses01M_impro03_F007,exc,5.0,4.0,4.5
723,47.32,54.52,Ses01M_impro03_F008,exc,4.0,3.5,4.0
724,55.9325,59.71,Ses01M_impro03_F009,exc,4.0,3.5,3.0
725,61.1325,72.19,Ses01M_impro03_F010,exc,3.5,4.5,4.0
726,72.4875,80.9,Ses01M_impro03_F011,exc,4.5,3.5,4.0
727,80.93,88.45,Ses01M_impro03_F012,exc,4.0,3.5,4.0
728,90.11,91.84,Ses01M_impro03_F013,exc,4.5,3.5,4.0
729,92.87,96.13,Ses01M_impro03_F014,exc,4.5,4.0,4.0
730,97.35,103.9875,Ses01M_impro03_F015,exc,4.5,4.5,4.5
731,104.6375,109.06,Ses01M_impro03_F016,exc,4.5,4.0,4.0
732,113.79,116.7,Ses01M_impro03_F017,neu,3.0,2.0,2.5
733,117.21,118.47,Ses01M_impro03_F018,neu,3.5,2.5,3.0
734,120.03,123.64,Ses01M_impro03_F019,exc,4.0,4.0,3.5
735,123.96,125.74,Ses01M_impro03_F020,exc,4.0,3.0,2.5
736,128.06,131.59,Ses01M_impro03_F021,neu,3.5,3.0,3.5
737,132.16,136.15,Ses01M_impro03_F022,exc,4.5,4.0,3.5
738,136.29,144.07,Ses01M_impro03_F023,exc,4.0,4.5,4.0
739,144.61,146.41,Ses01M_impro03_F024,exc,4.0,3.0,3.0
740,147.17,150.845,Ses01M_impro03_F025,exc,4.0,3.5,3.0
741,151.26,153.9075,Ses01M_impro03_F026,exc,4.0,3.5,3.5
742,2.92,5.56,Ses01M_impro03_M000,exc,4.0,3.0,2.5
743,6.31,11.57,Ses01M_impro03_M001,exc,3.5,3.5,3.0
744,11.7,12.98,Ses01M_impro03_M002,xxx,3.5,2.5,2.5
745,13.26,16.87,Ses01M_impro03_M003,neu,3.5,2.5,2.5
746,17.28,26.54,Ses01M_impro03_M004,exc,3.5,4.0,4.0
747,26.6,30.79,Ses01M_impro03_M005,exc,4.5,4.5,4.0
748,32.05,39.5125,Ses01M_impro03_M006,neu,4.0,4.0,3.0
749,39.5775,47.66,Ses01M_impro03_M007,exc,5.0,4.5,4.5
750,48.08,63.1475,Ses01M_impro03_M008,exc,4.0,4.0,3.5
751,63.635,64.95,Ses01M_impro03_M009,xxx,3.5,2.5,2.5
752,70.95,73.63,Ses01M_impro03_M010,exc,4.0,4.0,3.5
753,73.67,75.96,Ses01M_impro03_M011,exc,4.5,4.0,3.5
754,80.76,82.48,Ses01M_impro03_M012,exc,4.0,3.0,3.0
755,84.5075,86.66,Ses01M_impro03_M013,exc,4.0,2.5,3.0
756,87.42,90.96,Ses01M_impro03_M014,neu,3.0,3.0,3.0
757,91.37,93.47,Ses01M_impro03_M015,exc,3.5,2.5,3.0
758,94.77,98.7,Ses01M_impro03_M016,exc,4.5,4.0,3.5
759,103.1,114.43,Ses01M_impro03_M017,exc,4.0,4.0,3.0
760,115.84,117.89,Ses01M_impro03_M018,neu,3.0,2.0,2.5
761,117.98,121.76,Ses01M_impro03_M019,exc,3.5,3.0,2.5
762,121.83,125.14,Ses01M_impro03_M020,exc,3.5,3.0,3.5
763,125.32,134.0075,Ses01M_impro03_M021,neu,3.5,3.0,3.5
764,135.66,145.44,Ses01M_impro03_M022,exc,3.5,4.5,4.0
765,145.97,150.51,Ses01M_impro03_M023,exc,4.5,3.5,3.5
766,150.58,152.04,Ses01M_impro03_M024,exc,4.0,3.0,3.0
767,152.1,153.25,Ses01M_impro03_M025,xxx,4.0,2.5,3.0
768,3.95,10.59,Ses01F_impro07_F000,exc,5.0,5.0,4.5
769,11.36,16.5575,Ses01F_impro07_F001,xxx,4.0,4.5,3.5
770,19.61,31.65,Ses01F_impro07_F002,exc,4.0,4.0,3.0
771,32.52,34.9,Ses01F_impro07_F003,exc,4.5,4.5,4.5
772,37.1625,42.49,Ses01F_impro07_F004,exc,3.0,3.5,3.0
773,42.955,45.885,Ses01F_impro07_F005,exc,5.0,4.5,4.5
774,46.28,55.41,Ses01F_impro07_F006,xxx,4.5,4.0,3.5
775,63.02,72.75,Ses01F_impro07_F007,xxx,4.0,4.0,3.5
776,73.505,80.78,Ses01F_impro07_F008,xxx,4.0,3.0,3.0
777,81.0275,83.305,Ses01F_impro07_F009,exc,4.0,3.0,2.5
778,84.51,88.31,Ses01F_impro07_F010,exc,5.0,4.5,4.0
779,89.56,94.815,Ses01F_impro07_F011,xxx,4.0,3.5,3.0
780,94.86,100.74,Ses01F_impro07_F012,exc,4.5,4.0,3.5
781,103.26,110.46,Ses01F_impro07_F013,exc,4.5,4.0,4.0
782,115.68,126.41,Ses01F_impro07_F014,xxx,4.0,3.5,3.5
783,127.43,130.3175,Ses01F_impro07_F015,xxx,4.5,4.0,3.0
784,133.3125,142.3625,Ses01F_impro07_F016,exc,4.5,3.5,3.0
785,2.97,4.78,Ses01F_impro07_M000,exc,3.5,3.0,2.0
786,7.5325,11.96,Ses01F_impro07_M001,exc,4.5,4.5,4.0
787,13.92,19.09,Ses01F_impro07_M002,exc,4.5,4.0,4.0
788,20.68,28.06,Ses01F_impro07_M003,exc,4.5,3.5,2.5
789,30.915,38.81,Ses01F_impro07_M004,exc,4.0,4.0,3.0
790,41.17,46.9975,Ses01F_impro07_M005,exc,4.5,4.5,3.5
791,47.11,52.8125,Ses01F_impro07_M006,exc,4.5,4.5,3.5
792,54.16,63.28,Ses01F_impro07_M007,exc,4.5,4.5,4.5
793,64.6275,67.24,Ses01F_impro07_M008,exc,4.0,3.0,3.0
794,67.725,74.0325,Ses01F_impro07_M009,exc,3.5,4.0,3.5
795,76.62,78.17,Ses01F_impro07_M010,xxx,3.5,3.5,2.5
796,78.84,81.36,Ses01F_impro07_M011,xxx,3.0,2.5,2.5
797,82.6575,87.1025,Ses01F_impro07_M012,neu,3.0,2.5,3.0
798,87.5875,90.65,Ses01F_impro07_M013,neu,4.0,2.5,2.5
799,94.29,99.37,Ses01F_impro07_M014,exc,4.0,4.5,3.0
800,99.9875,110.54,Ses01F_impro07_M015,exc,4.5,4.0,3.5
801,110.54,116.28,Ses01F_impro07_M016,xxx,4.5,4.0,3.0
802,116.28,119.8507,Ses01F_impro07_M017,exc,4.0,3.5,2.5
803,123.2575,128.04,Ses01F_impro07_M018,neu,4.0,3.0,3.0
804,128.54,141.685,Ses01F_impro07_M019,hap,4.5,4.0,3.0
805,9.0256,11.695,Ses01M_impro04_F000,neu,2.5,2.5,3.5
806,13.372,15.225,Ses01M_impro04_F001,xxx,2.5,3.0,3.5
807,21.3952,23.2492,Ses01M_impro04_F002,neu,2.5,2.5,3.0
808,31.256,34.4725,Ses01M_impro04_F003,neu,2.5,2.0,3.0
809,47.75,50.5,Ses01M_impro04_F004,neu,2.5,2.5,2.5
810,63.33,66.63,Ses01M_impro04_F005,neu,3.0,2.0,2.5
811,67.45,74.04,Ses01M_impro04_F006,neu,2.5,2.0,3.0
812,74.21,77.53,Ses01M_impro04_F007,neu,3.0,3.0,2.5
813,84.99,87.2706,Ses01M_impro04_F008,neu,3.0,3.5,3.0
814,87.29,91.63,Ses01M_impro04_F009,neu,2.5,2.5,3.5
815,95.19,103.235,Ses01M_impro04_F010,neu,2.5,3.0,3.5
816,104.73,116.885,Ses01M_impro04_F011,neu,2.5,3.5,3.5
817,118.0,119.79,Ses01M_impro04_F012,neu,2.5,3.0,3.5
818,120.22,125.24,Ses01M_impro04_F013,neu,2.5,3.0,2.5
819,128.79,131.74,Ses01M_impro04_F014,neu,3.0,2.5,3.5
820,135.94,138.22,Ses01M_impro04_F015,neu,3.0,2.5,2.5
821,138.5,139.99,Ses01M_impro04_F016,neu,2.5,2.5,2.5
822,141.06,145.04,Ses01M_impro04_F017,neu,3.0,3.0,2.5
823,145.21,153.05,Ses01M_impro04_F018,neu,2.5,3.5,3.5
824,153.75,157.795,Ses01M_impro04_F019,neu,2.5,3.0,4.0
825,157.97,160.35,Ses01M_impro04_F020,neu,2.5,3.0,3.5
826,162.17,164.99,Ses01M_impro04_F021,neu,3.5,2.5,3.0
827,166.29,172.94,Ses01M_impro04_F022,neu,3.0,3.0,3.5
828,178.1672,181.0057,Ses01M_impro04_F023,neu,4.0,3.5,3.0
829,182.2975,183.86,Ses01M_impro04_F024,fru,4.0,3.0,2.5
830,186.3825,189.6225,Ses01M_impro04_F025,neu,3.0,3.5,3.0
831,11.5885,13.5675,Ses01M_impro04_M000,xxx,2.5,2.5,3.5
832,15.05,19.23,Ses01M_impro04_M001,fru,2.5,4.0,3.5
833,19.36,21.4936,Ses01M_impro04_M002,fru,2.5,3.0,3.5
834,23.0031,31.9779,Ses01M_impro04_M003,fru,1.5,3.5,4.5
835,34.1437,46.84,Ses01M_impro04_M004,fru,2.5,4.0,4.0
836,49.91,63.66,Ses01M_impro04_M005,fru,2.0,4.0,4.5
837,65.49,67.92,Ses01M_impro04_M006,xxx,2.0,4.0,4.0
838,69.79,71.78,Ses01M_impro04_M007,xxx,1.5,4.5,4.0
839,76.39,80.53,Ses01M_impro04_M008,fru,1.5,4.5,4.0
840,80.55,86.09,Ses01M_impro04_M009,fru,2.0,4.5,4.5
841,91.06,95.765,Ses01M_impro04_M010,fru,1.5,3.5,4.5
842,99.19,106.69,Ses01M_impro04_M011,fru,2.5,4.0,4.0
843,110.43,112.21,Ses01M_impro04_M012,fru,2.5,3.0,3.0
844,116.39,118.58,Ses01M_impro04_M013,fru,1.5,3.0,4.0
845,119.31,120.59,Ses01M_impro04_M014,ang,2.5,2.5,2.5
846,124.0,129.71,Ses01M_impro04_M015,fru,2.0,4.5,4.5
847,131.2094,136.86,Ses01M_impro04_M016,fru,2.0,4.0,4.0
848,137.35,139.06,Ses01M_impro04_M017,fru,2.0,3.5,4.0
849,139.46,147.2,Ses01M_impro04_M018,ang,1.5,5.0,4.5
850,148.38,151.84,Ses01M_impro04_M019,xxx,2.0,4.5,4.5
851,159.77,161.86,Ses01M_impro04_M020,fru,2.0,3.5,3.5
852,161.95,163.61,Ses01M_impro04_M021,xxx,2.5,3.5,3.0
853,164.74,166.5275,Ses01M_impro04_M022,fru,2.5,3.0,3.0
854,172.34,178.643,Ses01M_impro04_M023,ang,2.0,4.5,5.0
855,182.88,186.445,Ses01M_impro04_M024,fru,2.0,4.0,3.5
856,189.3,190.8275,Ses01M_impro04_M025,neu,4.5,4.5,1.0
857,8.06,11.5914,Ses01M_script01_1_F000,fru,2.0,1.6667,1.6667
858,14.4,16.6181,Ses01M_script01_1_F001,sur,2.0,2.6667,3.0
859,19.2815,23.92,Ses01M_script01_1_F002,sur,2.0,3.3333,3.0
860,29.3349,33.2,Ses01M_script01_1_F003,sur,2.6667,2.6667,2.6667
861,39.7634,42.1267,Ses01M_script01_1_F004,sad,2.0,2.0,2.0
862,47.3034,50.417,Ses01M_script01_1_F005,sad,2.3333,1.6667,2.3333
863,56.6816,58.8948,Ses01M_script01_1_F006,sad,2.0,2.3333,1.6667
864,59.13,62.7211,Ses01M_script01_1_F007,fru,2.3333,3.0,3.3333
865,64.24,69.2483,Ses01M_script01_1_F008,ang,2.3333,2.3333,2.6667
866,72.3725,77.4625,Ses01M_script01_1_F009,xxx,2.0,2.6667,4.0
867,81.81,84.04,Ses01M_script01_1_F010,sur,2.3333,3.0,3.6667
868,91.9059,95.32,Ses01M_script01_1_F011,ang,2.3333,3.3333,3.3333
869,105.8606,108.81,Ses01M_script01_1_F012,fru,2.3333,2.3333,3.0
870,118.3898,120.84,Ses01M_script01_1_F013,xxx,2.6667,2.3333,3.6667
871,122.46,128.7433,Ses01M_script01_1_F014,ang,1.6667,3.3333,4.0
872,134.66,145.965,Ses01M_script01_1_F015,ang,2.0,3.3333,4.3333
873,149.08,155.95,Ses01M_script01_1_F016,ang,1.6667,4.3333,4.3333
874,166.38,168.4175,Ses01M_script01_1_F017,ang,2.0,2.3333,2.6667
875,170.04,174.8088,Ses01M_script01_1_F018,xxx,2.3333,2.6667,3.0
876,179.61,183.78,Ses01M_script01_1_F019,fru,2.3333,3.0,3.0
877,185.12,188.79,Ses01M_script01_1_F020,ang,1.6667,3.6667,4.0
878,189.87,192.86,Ses01M_script01_1_F021,xxx,3.0,2.6667,2.3333
879,194.275,196.59,Ses01M_script01_1_F022,fru,2.3333,2.6667,3.3333
880,204.2938,212.03,Ses01M_script01_1_F023,ang,1.6667,3.6667,4.3333
881,213.1,226.15,Ses01M_script01_1_F024,ang,1.6667,4.3333,4.3333
882,240.56,244.19,Ses01M_script01_1_F025,neu,3.3333,2.6667,3.0
883,247.1332,251.1095,Ses01M_script01_1_F026,neu,3.0,2.3333,3.0
884,253.54,258.8275,Ses01M_script01_1_F027,fru,2.3333,3.3333,3.6667
885,268.7405,274.23,Ses01M_script01_1_F028,fru,2.6667,2.6667,2.6667
886,278.1,281.21,Ses01M_script01_1_F029,ang,2.3333,2.6667,3.3333
887,281.59,289.53,Ses01M_script01_1_F030,ang,1.6667,4.0,4.0
888,299.18,308.35,Ses01M_script01_1_F031,sad,2.0,2.6667,3.3333
889,308.48,315.05,Ses01M_script01_1_F032,ang,2.0,3.0,4.0
890,321.42,323.465,Ses01M_script01_1_F033,xxx,3.0,2.3333,2.3333
891,346.55,349.12,Ses01M_script01_1_F034,sur,1.6667,3.0,3.3333
892,352.88,356.2574,Ses01M_script01_1_F035,ang,2.6667,3.6667,3.6667
893,359.08,364.855,Ses01M_script01_1_F036,ang,1.3333,4.3333,4.3333
894,367.54,370.95,Ses01M_script01_1_F037,ang,2.0,3.3333,4.3333
895,384.2043,389.97,Ses01M_script01_1_F038,xxx,2.3333,2.6667,4.0
896,391.9425,394.865,Ses01M_script01_1_F039,ang,1.6667,3.0,4.0
897,397.1175,408.98,Ses01M_script01_1_F040,ang,1.0,4.3333,4.3333
898,410.03,412.89,Ses01M_script01_1_F041,ang,1.6667,4.3333,4.0
899,415.08,418.941,Ses01M_script01_1_F042,ang,2.0,3.3333,2.6667
900,422.8798,426.0309,Ses01M_script01_1_F043,ang,3.0,2.0,2.3333
901,11.4962,14.8175,Ses01M_script01_1_M000,neu,2.6667,2.0,2.0
902,16.23,19.5441,Ses01M_script01_1_M001,xxx,2.6667,2.0,1.6667
903,23.65,29.785,Ses01M_script01_1_M002,neu,2.3333,2.3333,1.6667
904,32.97,39.31,Ses01M_script01_1_M003,sad,2.0,2.3333,1.6667
905,41.61,46.58,Ses01M_script01_1_M004,sad,2.0,2.0,2.3333
906,50.54,55.66,Ses01M_script01_1_M005,sad,2.0,2.6667,2.3333
907,62.8336,64.84,Ses01M_script01_1_M006,sad,2.3333,2.3333,1.6667
908,69.4734,72.3994,Ses01M_script01_1_M007,sad,3.0,2.3333,2.0
909,76.7,82.3525,Ses01M_script01_1_M008,fru,2.3333,3.0,3.0
910,84.2534,92.206,Ses01M_script01_1_M009,xxx,2.3333,3.0,3.3333
911,95.9573,106.345,Ses01M_script01_1_M010,fru,2.6667,3.3333,3.6667
912,107.96,118.7275,Ses01M_script01_1_M011,fru,2.3333,2.6667,3.3333
913,120.31,122.62,Ses01M_script01_1_M012,fru,2.0,4.0,4.0
914,128.2182,135.42,Ses01M_script01_1_M013,fru,2.6667,2.0,3.0
915,145.36,151.18,Ses01M_script01_1_M014,fru,2.6667,2.6667,2.0
916,154.65,165.33,Ses01M_script01_1_M015,fru,3.0,2.6667,2.0
917,168.645,170.37,Ses01M_script01_1_M016,xxx,3.0,2.3333,3.0
918,175.61,179.29,Ses01M_script01_1_M017,neu,3.0,3.0,3.3333
919,183.19,185.74,Ses01M_script01_1_M018,fru,2.6667,3.0,3.3333
920,187.8,190.56,Ses01M_script01_1_M019,fru,2.6667,3.6667,3.3333
921,192.24,204.6689,Ses01M_script01_1_M020,ang,1.6667,4.0,4.3333
922,210.78,213.83,Ses01M_script01_1_M021,ang,2.3333,3.3333,4.3333
923,234.24,241.22,Ses01M_script01_1_M022,fru,1.6667,3.6667,3.3333
924,243.55,245.9,Ses01M_script01_1_M023,ang,1.3333,4.6667,4.3333
925,250.7344,254.349,Ses01M_script01_1_M024,sad,2.6667,3.0,2.3333
926,258.29,267.62,Ses01M_script01_1_M025,xxx,2.6667,2.0,2.6667
927,273.39,277.85,Ses01M_script01_1_M026,fru,2.3333,3.0,2.0
928,280.39,282.4625,Ses01M_script01_1_M027,fru,2.6667,3.0,3.6667
929,288.42,295.59,Ses01M_script01_1_M028,fru,3.0,3.3333,3.0
930,319.95,321.97,Ses01M_script01_1_M029,xxx,3.0,2.0,1.3333
931,322.82,329.97,Ses01M_script01_1_M030,fru,1.6667,3.3333,3.0
932,334.5001,346.89,Ses01M_script01_1_M031,fru,2.6667,3.0,3.3333
933,348.52,353.4525,Ses01M_script01_1_M032,fru,3.0,3.3333,4.0
934,356.52,359.2584,Ses01M_script01_1_M033,xxx,2.6667,3.0,3.0
935,364.25,368.55,Ses01M_script01_1_M034,ang,2.6667,2.6667,3.0
936,369.3,380.49,Ses01M_script01_1_M035,ang,2.0,4.0,4.6667
937,380.6425,383.3415,Ses01M_script01_1_M036,fru,2.0,3.0,3.0
938,389.2,392.15,Ses01M_script01_1_M037,neu,2.3333,2.3333,2.6667
939,394.4,397.08,Ses01M_script01_1_M038,sad,2.0,2.6667,2.6667
940,405.18,407.51,Ses01M_script01_1_M039,xxx,2.6667,2.0,1.6667
941,408.0,410.1525,Ses01M_script01_1_M040,sad,2.6667,2.3333,3.0
942,412.13,414.78,Ses01M_script01_1_M041,ang,2.6667,3.0,3.6667
943,418.6034,423.2925,Ses01M_script01_1_M042,sad,3.0,2.0,3.3333
944,6.77,8.46,Ses01M_impro01_F000,ang,1.5,3.5,4.5
945,8.55,10.6,Ses01M_impro01_F001,ang,2.5,3.5,3.5
946,14.46,18.23,Ses01M_impro01_F002,xxx,3.0,3.0,3.5
947,19.48,23.43,Ses01M_impro01_F003,xxx,3.0,3.0,3.0
948,23.43,26.4675,Ses01M_impro01_F004,fru,2.5,3.5,3.5
949,28.41,30.96,Ses01M_impro01_F005,xxx,2.5,3.0,3.5
950,36.15,38.6,Ses01M_impro01_F006,xxx,2.5,3.0,4.0
951,39.89,43.31,Ses01M_impro01_F007,ang,2.0,3.5,4.0
952,43.31,47.0461,Ses01M_impro01_F008,ang,1.5,4.0,4.5
953,52.34,55.12,Ses01M_impro01_F009,xxx,2.5,2.5,4.0
954,56.16,58.18,Ses01M_impro01_F010,fru,3.0,3.0,4.0
955,61.05,63.21,Ses01M_impro01_F011,ang,2.0,4.0,4.5
956,65.545,67.47,Ses01M_impro01_F012,ang,2.5,2.5,4.0
957,69.45,70.84,Ses01M_impro01_F013,xxx,3.0,2.5,3.5
958,71.365,74.46,Ses01M_impro01_F014,xxx,2.5,3.0,3.0
959,74.6775,80.6875,Ses01M_impro01_F015,fru,1.5,4.0,4.5
960,86.34,87.87,Ses01M_impro01_F016,xxx,3.0,3.0,3.0
961,91.28,94.535,Ses01M_impro01_F017,xxx,3.0,3.0,3.5
962,95.24,98.21,Ses01M_impro01_F018,xxx,2.5,3.0,4.0
963,98.46,102.07,Ses01M_impro01_F019,ang,1.0,4.5,4.5
964,105.76,109.09,Ses01M_impro01_F020,ang,1.0,4.0,5.0
965,109.19,114.1025,Ses01M_impro01_F021,ang,1.0,4.5,5.0
966,114.13,124.82,Ses01M_impro01_F022,ang,1.0,5.0,5.0
967,129.12,131.0325,Ses01M_impro01_F023,xxx,3.0,2.5,3.0
968,132.89,136.6025,Ses01M_impro01_F024,neu,3.0,2.5,3.0
969,137.06,140.49,Ses01M_impro01_F025,neu,3.0,3.0,4.0
970,146.6075,148.26,Ses01M_impro01_F026,xxx,3.0,3.0,3.0
971,148.58,149.67,Ses01M_impro01_F027,xxx,3.0,2.5,3.0
972,156.15,160.51,Ses01M_impro01_F028,xxx,1.5,3.0,4.5
973,160.7,164.825,Ses01M_impro01_F029,xxx,1.5,3.5,4.5
974,164.8725,167.21,Ses01M_impro01_F030,xxx,2.5,2.5,4.0
975,8.2208,11.28,Ses01M_impro01_M000,fru,3.0,3.5,2.5
976,11.32,13.77,Ses01M_impro01_M001,fru,2.5,3.5,3.0
977,13.77,16.88,Ses01M_impro01_M002,fru,2.5,3.0,3.5
978,17.66,20.14,Ses01M_impro01_M003,neu,2.5,3.0,2.5
979,22.89,24.28,Ses01M_impro01_M004,xxx,2.5,2.5,2.0
980,25.94,29.07,Ses01M_impro01_M005,fru,2.5,3.0,3.5
981,29.39,38.15,Ses01M_impro01_M006,fru,1.5,4.0,4.5
982,38.33,40.27,Ses01M_impro01_M007,fru,2.0,3.5,3.5
983,46.01,47.11,Ses01M_impro01_M008,fru,2.0,3.0,3.0
984,47.11,52.42,Ses01M_impro01_M009,fru,1.5,4.0,4.5
985,54.49,56.71,Ses01M_impro01_M010,neu,2.0,3.0,3.0
986,57.79,62.28,Ses01M_impro01_M011,fru,2.0,3.5,4.0
987,62.78,66.03,Ses01M_impro01_M012,fru,2.0,3.5,3.5
988,66.8475,70.04,Ses01M_impro01_M013,fru,2.5,3.0,3.5
989,70.515,71.695,Ses01M_impro01_M014,xxx,3.5,2.5,3.0
990,73.1425,75.0125,Ses01M_impro01_M015,fru,2.0,3.5,4.0
991,80.19,82.3,Ses01M_impro01_M016,fru,2.5,4.0,3.0
992,83.63,86.36,Ses01M_impro01_M017,fru,2.5,3.5,4.0
993,86.38,92.05,Ses01M_impro01_M018,fru,1.5,4.5,4.5
994,93.88,96.79,Ses01M_impro01_M019,fru,2.0,3.5,3.5
995,96.91,100.53,Ses01M_impro01_M020,ang,1.5,4.5,4.0
996,102.17,107.5,Ses01M_impro01_M021,xxx,1.5,4.0,4.5
997,109.14,110.51,Ses01M_impro01_M022,fru,2.5,2.5,3.0
998,110.69,113.22,Ses01M_impro01_M023,fru,2.0,2.5,3.0
999,113.5575,116.18,Ses01M_impro01_M024,xxx,1.5,4.0,4.0
1000,118.835,122.18,Ses01M_impro01_M025,ang,1.5,4.0,4.5
1001,123.99,130.72,Ses01M_impro01_M026,fru,3.0,3.0,4.0
1002,130.72,134.185,Ses01M_impro01_M027,fru,2.5,4.0,4.0
1003,136.11,138.51,Ses01M_impro01_M028,fru,2.5,3.0,3.0
1004,139.96,147.95,Ses01M_impro01_M029,xxx,2.0,4.0,4.0
1005,148.0,149.12,Ses01M_impro01_M030,ang,1.5,3.0,4.0
1006,149.18,151.85,Ses01M_impro01_M031,ang,1.5,3.5,4.5
1007,151.85,157.36,Ses01M_impro01_M032,ang,1.5,4.5,4.5
1008,158.63,163.6625,Ses01M_impro01_M033,fru,1.0,3.5,4.5
1009,7.2455,11.64,Ses01F_impro04_F000,neu,3.0,3.0,3.0
1010,11.7448,16.15,Ses01F_impro04_F001,neu,2.5,2.5,3.0
1011,18.6,30.8976,Ses01F_impro04_F002,fru,2.5,3.5,3.0
1012,35.009,37.8,Ses01F_impro04_F003,xxx,2.5,3.0,2.5
1013,40.23,41.95,Ses01F_impro04_F004,xxx,2.5,2.5,2.0
1014,43.35,45.7596,Ses01F_impro04_F005,neu,3.0,2.0,2.5
1015,46.2735,49.83,Ses01F_impro04_F006,neu,3.0,3.5,3.5
1016,50.11,54.31,Ses01F_impro04_F007,fru,3.0,3.5,4.0
1017,54.37,55.67,Ses01F_impro04_F008,xxx,2.0,3.5,3.5
1018,58.71,60.0937,Ses01F_impro04_F009,neu,2.5,2.5,2.5
1019,60.6771,66.5275,Ses01F_impro04_F010,xxx,2.0,3.5,3.0
1020,69.43,70.94,Ses01F_impro04_F011,xxx,2.5,3.0,3.0
1021,72.13,74.73,Ses01F_impro04_F012,xxx,2.5,2.5,4.0
1022,76.49,80.7269,Ses01F_impro04_F013,neu,3.0,3.5,3.5
1023,85.49,86.98,Ses01F_impro04_F014,neu,2.5,3.0,2.5
1024,87.2203,93.33,Ses01F_impro04_F015,xxx,2.0,4.0,3.5
1025,97.41,101.0475,Ses01F_impro04_F016,fru,2.0,4.0,3.5
1026,102.78,105.415,Ses01F_impro04_F017,fru,2.0,4.5,4.0
1027,106.17,111.86,Ses01F_impro04_F018,fru,2.0,4.5,3.5
1028,114.92,122.31,Ses01F_impro04_F019,fru,3.0,3.5,3.0
1029,122.4,129.93,Ses01F_impro04_F020,xxx,2.0,3.0,3.5
1030,133.74,137.44,Ses01F_impro04_F021,fru,2.0,2.0,3.0
1031,138.13,139.89,Ses01F_impro04_F022,fru,2.0,2.0,2.5
1032,148.55,152.85,Ses01F_impro04_F023,fru,2.0,2.5,3.0
1033,153.18,155.2925,Ses01F_impro04_F024,fru,2.5,2.5,3.5
1034,157.1625,159.7,Ses01F_impro04_F025,fru,2.5,2.5,3.0
1035,161.0787,163.78,Ses01F_impro04_F026,fru,2.5,2.0,3.5
1036,164.3925,167.565,Ses01F_impro04_F027,fru,2.5,2.0,3.0
1037,170.83,172.84,Ses01F_impro04_F028,ang,2.0,3.5,3.5
1038,175.27,178.43,Ses01F_impro04_F029,ang,1.5,4.0,4.0
1039,180.3025,183.4875,Ses01F_impro04_F030,ang,1.5,3.5,4.0
1040,184.47,188.87,Ses01F_impro04_F031,ang,1.5,3.0,3.5
1041,189.12,192.02,Ses01F_impro04_F032,ang,2.0,3.5,3.5
1042,193.5875,199.4325,Ses01F_impro04_F033,ang,1.5,3.5,4.5
1043,2.7418,6.6575,Ses01F_impro04_M000,neu,3.0,2.5,2.5
1044,10.46,12.13,Ses01F_impro04_M001,neu,3.0,2.5,2.0
1045,15.64,18.9,Ses01F_impro04_M002,neu,3.0,2.5,3.0
1046,26.91,28.71,Ses01F_impro04_M003,neu,3.0,2.5,2.5
1047,30.88,35.5225,Ses01F_impro04_M004,neu,3.0,3.0,3.0
1048,37.19,40.53,Ses01F_impro04_M005,neu,3.0,3.0,3.0
1049,40.54,43.576,Ses01F_impro04_M006,neu,3.0,3.5,2.5
1050,49.39,50.58,Ses01F_impro04_M007,neu,3.5,3.0,2.5
1051,55.21,56.33,Ses01F_impro04_M008,neu,3.0,3.0,2.5
1052,56.35,59.0245,Ses01F_impro04_M009,neu,3.0,3.0,3.0
1053,59.8,61.55,Ses01F_impro04_M010,neu,3.0,2.5,2.0
1054,65.97,69.77,Ses01F_impro04_M011,neu,3.0,3.0,2.5
